file,phonemes
ríomhaireacht.wav,ˈ ɾˠ iː vˠ ə ɾʲ a x t̪ˠ
ceamaraí.wav,ˈ c a mˠ ə ɾˠ iː
uireasa.wav,ˈ i ɾʲ ə sˠ ə
foraithne.wav,fˠ a ɾˠ ai ç nʲ ə
luastraein.wav,ˈ l̻ˠ uˑə sˠ ˈ t̪ˠ ɾˠ eː nʲ
mórshaothar.wav,ˈ mˠ oː ɾˠ ˈ h iː h ə ɾˠ
meaisínre.wav,ˌ mʲ a ˈ ʃ iː nʲ ˈ ɾˠ e
bacach.wav,ˈ bˠ a k a h
cúirtéiseach.wav,ˈ k uː ɾˠ tʲ e ʃ a h
hipí.wav,ˈ h i pʲ iː
scruith.wav,sˠ k ɾˠ i hʲ
sciomradh.wav,ˈ ʃ c i mˠ ɾˠ uː
meántéarmach.wav,ˈ mʲ aː n̻ˠ ˈ tʲ eː ɾˠ mˠ a h
croslámhach.wav,k ɾˠ a sˠ l̻ˠ aː vˠ a h
cearta.wav,ˈ c a ɾˠ t̪ˠ ə
bláthaigh.wav,ˈ bˠ l̻ˠ aː h iː
beannaitheach.wav,ˈ bʲ a n̻ˠ i hʲ a h
teitrihéadrán.wav,tʲ e tʲ ɾʲ i hʲ eː d̪ˠ ɾˠ a n̻ˠ
toisigh.wav,ˈ t̪ˠ o ʃ ə
sínigh.wav,ˈ ʃ iː nʲ iː
craobhchomórtais.wav,k ɾˠ iː vˠ h ə mˠ oː ɾˠ t̪ˠ ə ʃ
éagsúlaigh.wav,ˈ eː ɡ sˠ uː l̻ˠ iː
codlatóir.wav,k o d̪ˠ l̻ˠ ə t̪ˠ o ɾʲ
creat.wav,ˈ c ɾʲ a t̪ˠ
gréasán.wav,ˈ ɟ ɾʲ eː sˠ a n̻ˠ
Síónachas.wav,ˈ ʃ iː o n̻ˠ ə h ə sˠ
idirdhealaigh.wav,ˈ i dʲ ə ɾʲ ˈ j o l̻ˠ iː
iar-nua-aoisí.wav,ˈ iˑə ɾˠ ˈ n̻ˠ uˑə ˈ iː ˈ ʃ iː
lámhchartadh.wav,l̻ˠ aː vˠ h ə ɾˠ t̪ˠ uː
pobal.wav,ˈ pˠ o bˠ ə l̻ˠ
mealbhacán.wav,ˈ mʲ o l̻ˠ vˠ ə k a n̻ˠ
neamhdhuine.wav,ˈ nʲ au ˈ ɣ i nʲ ə
luasghéarú.wav,ˈ l̻ˠ ua sˠ j e ɾˠ uː
sciúrtha.wav,ʃ c uː ɾ̥ˠ ə
anamúlacht.wav,ˈ a ˈ n̻ˠ a mˠ uː l̻ˠ ə ɾˠ t̪ˠ
suáilceach.wav,ˈ sˠ ua lʲ c a h
oide.wav,ˈ o dʲ ə
criosaithe.wav,ˈ c ɾʲ i sˠ ə h ə
iontrálaí.wav,ˌ i n̻ˠ ˈ t̪ˠ ɾˠ aː l̻ˠ iː
colfairt.wav,k a l̻ˠ ə fˠ ə ɾˠ tʲ
béil.wav,bʲ eː lʲ
neamhspleách.wav,ˈ nʲ au ˈ sˠ pʲ lʲ aː h
comhpháirtíocht.wav,k oː fˠ aː ɾˠ tʲ ia ɾˠ t̪ˠ
órchaighdeán.wav,ˈ oː ɾˠ x iː dʲ aː n̻ˠ
ceoldráma.wav,ˈ c oː l̻ˠ ˈ d̪ˠ ɾˠ aː mˠ ə
ilfhóinteach.wav,ˈ i ˈ lʲ oː n̻ʲ tʲ a h
smachtaithe.wav,sˠ mˠ a ɾˠ t̪ˠ iː
féinchúiseach.wav,fʲ eː ɲ ç uː ʃ a h
crompóg.wav,k ɾˠ o mˠ pˠ o ɡ
daigéar.wav,d̪ˠ a ɟ a ɾˠ
cíocha.wav,ˈ c iː h ə
cibearbhulaíocht.wav,c i bʲ ə ɾˠ ə vˠ ə l̻ˠ ia h t̪ˠ
Ginearál.wav,ˈ ɟ i nʲ ə ɾˠ a l̻ˠ
cóstóir.wav,k oː sˠ t̪ˠ o ɾʲ
Macadóinis.wav,ˈ mˠ a k ə d̪ˠ o nʲ ə ʃ
aineolach.wav,ˈ a nʲ o l̻ˠ a h
searr.wav,ˈ ʃ aː ɾˠ
suimeanna.wav,ˈ sˠ i mʲ ə n̻ˠ ə
banfhile.wav,bˠ a nʲ i lʲ ə
sinsear.wav,ˈ ʃ i n̻ʲ ʃ ə ɾˠ
athoscail.wav,a h ə sˠ k ə lʲ
bainseó.wav,ˈ bˠ a nʲ ʃ o
mór-cheoldrámaíocht.wav,ˈ mˠ oː ɾˠ ˈ ç oː l̻ˠ ˈ d̪ˠ ɾˠ aː mˠ iː a x t̪ˠ
mífhóirsteanach.wav,ˈ mʲ iː ˈ oː ɾˠ ʃ tʲ ə n̻ˠ a h
meaisín.wav,ˈ mʲ a ʃ i nʲ
láisteadh.wav,ˈ l̻ˠ aː ʃ tʲ uː
armlón.wav,ˈ a ɾˠ ə mˠ l̻ˠ o n̻ˠ
Tuscánach.wav,ˈ t̪ˠ u sˠ k aː n̻ˠ ə h
pionósaigh.wav,ˈ pʲ i n̻ˠ o sˠ iː
oibreacha.wav,ˈ o bʲ ɾʲ ə h ə
tionscal.wav,ˈ tʲ i n̻ˠ sˠ k ə l̻ˠ
Máltach.wav,ˈ mˠ aː l̻ˠ t̪ˠ ə h
caramal.wav,ˈ k a ɾˠ ə mˠ ə l̻ˠ
clóchuir.wav,ˈ k l̻ˠ oː ˈ x u ɾʲ
múráil.wav,ˈ mˠ uː ɾˠ a lʲ
leathdhuine.wav,ˈ l̻ʲ a ˈ ɣ i nʲ ə
sealla.wav,ˈ ʃ o l̻ˠ ə
cruinneshamhail.wav,ˈ k ɾˠ iː ˈ n̻ʲ e h ə lʲ
bradaíl.wav,ˈ bˠ ɾˠ a d̪ˠ i lʲ
comhchoibhneas.wav,k oː h ə vʲ nʲ ə sˠ
pram.wav,ˈ pˠ ɾˠ a mˠ
slisneoir.wav,ˈ ʃ lʲ i ʃ nʲ o ɾʲ
coigeartaigh.wav,ˈ k o ɟ ə ɾˠ t̪ˠ iː
aigéaneolaíocht.wav,a ɟ eː nʲ oː l̻ˠ ia h t̪ˠ
imeasc.wav,i mʲ ə sˠ k
dar.wav,ˈ d̪ˠ a ɾˠ
tapaigh.wav,ˈ t̪ˠ a pˠ iː
deargach.wav,ˈ dʲ aː ˈ ɾˠ ɡ a h
anbhá.wav,ˈ a n̻ˠ vˠ aː
nuachóirigh.wav,n̻ˠ ua h oː ɾʲ iː
vombat.wav,vˠ o mˠ bˠ ə t̪ˠ
modhnóir.wav,mˠ oː n̻ˠ o ɾʲ
íospartach.wav,ˈ iː sˠ ˈ pˠ a ɾˠ t̪ˠ ə h
príomh-aire.wav,ˈ pʲ ɾʲ iː ˈ vˠ a ɾʲ ə
inúsáidte.wav,i nʲ uː sˠ aː tʲ ə
buabhall.wav,ˈ bˠ ua vˠ ə l̻ˠ
fuinniúil.wav,ˈ fˠ i n̻ʲ u lʲ
crosphailnigh.wav,k ɾˠ a sˠ fˠ ə lʲ nʲ iː
gabh.wav,ˈ ɡ oː
cothromas.wav,k a h ɾˠ ə mˠ ə sˠ
cabhsa.wav,ˈ k au sˠ ə
prionsabal.wav,ˈ pʲ ɾʲ i n̻ˠ sˠ ə bˠ ə l̻ˠ
caibidlíocht.wav,k a bʲ i dʲ lʲ ia ɾˠ t̪ˠ
choíche.wav,ˈ x iː hʲ ə
baill.wav,ˈ bˠ a l̻ʲ
mífhortúnach.wav,ˈ mʲ iː a ɾˠ t̪ˠ uː n̻ˠ a h
feiltithe.wav,fʲ e lʲ tʲ iː
spiogóid.wav,ˈ sˠ pʲ i ɡ o dʲ
teist.wav,ˈ tʲ e ʃ tʲ
neamhiomlán.wav,nʲ au i mˠ l̻ˠ a n̻ˠ
seirbhísigh.wav,ˈ ʃ e ɾʲ ə vʲ iː ʃ ə
cathair.wav,ˈ k a h ə ɾʲ
gréisc.wav,ˈ ɟ ɾʲ eː ʃ c
slítheántacht.wav,ʃ lʲ iː hʲ aː n̻ˠ t̪ˠ a ɾˠ t̪ˠ
aife.wav,ˈ a fʲ ə
inginiúil.wav,i ɲ ɟ i nʲ uː lʲ
triuch.wav,ˈ tʲ ɾʲ u h
tiontú.wav,ˈ tʲ o n̻ˠ t̪ˠ uː
úrmhaireacht.wav,uː ɾˠ vˠ ə ɾʲ a ɾˠ t̪ˠ
seicteach.wav,ˈ ʃ e c tʲ a h
pantrach.wav,ˈ pˠ a n̻ˠ t̪ˠ ɾˠ a h
tromchúiseach.wav,ˈ t̪ˠ ɾˠ o mˠ h u ʃ a h
scaoilteach.wav,ˈ sˠ k iː l̻ʲ tʲ a h
caiticeasmach.wav,k a tʲ i c ə sˠ mˠ a h
adharc.wav,ˈ eː ɾˠ k
ciaptha.wav,ˈ c ia pˠ ə
sprochaille.wav,ˈ sˠ pˠ ɾˠ a h ə l̻ʲ ə
pilirín.wav,pʲ i lʲ i ɾʲ iː nʲ
spreagthóir.wav,ˈ sˠ pʲ ɾʲ a k o ɾʲ
murlach.wav,ˈ mˠ uː ɾˠ l̻ˠ a h
ceadúnú.wav,c a d̪ˠ uː n̻ˠ uː
stoirmeach.wav,ˈ sˠ t̪ˠ o ɾʲ ə mʲ a h
purgóideach.wav,ˈ pˠ u ɾˠ ə ɡ o dʲ a h
scríofa.wav,ʃ c ɾʲ iː fˠ ə
smachtú.wav,ˈ sˠ mˠ a ɾˠ t̪ˠ uː
seismeagraf.wav,ʃ e ʃ mʲ ə ɡ ɾˠ ə fˠ
athscríbhinn.wav,a hʲ ʃ c ɾʲ iː vʲ i n̻ʲ
dámhachtain.wav,ˈ d̪ˠ aː ˈ vˠ a ɾˠ t̪ˠ ə nʲ
rúnscríobh.wav,ɾˠ uː nʲ ʃ c ɾʲ iː vˠ
rothaigh.wav,ˈ ɾˠ o h iː
toirneach.wav,ˈ t̪ˠ oː ɾˠ nʲ a h
oléadaí.wav,a lʲ eː d̪ˠ iː
tiarnúil.wav,ˈ tʲ ia ɾˠ n̻ˠ u lʲ
brúitín.wav,ˈ bˠ ɾˠ uː tʲ i nʲ
fuacht.wav,ˈ fˠ ia x t̪ˠ
móiréiseach.wav,ˈ mˠ oː ɾʲ e ʃ a h
seanchríonna.wav,ˈ ʃ a n̻ˠ ç ɾʲ i n̻ˠ ə
steiteascóp.wav,ˈ ʃ tʲ e tʲ ə sˠ k o pˠ
miontuairiscí.wav,ˈ mʲ i n̻ˠ ˈ t̪ˠ uˑə ɾʲ ə ʃ c iː
eascairdeas.wav,ˈ a sˠ k a ɾˠ dʲ ə sˠ
cithdhíonach.wav,ˈ c i ˈ j iː n̻ˠ a h
éiceolaíoch.wav,ˈ eː c o l̻ˠ iˑə h
luimneach.wav,ˈ l̻ˠ i mʲ nʲ ə h
neamhdhlíthiúil.wav,ˈ n̻ʲ a vˠ ˈ j lʲ iː ˈ h uː lʲ
Téavánach.wav,ˈ tʲ eː vʲ aː n̻ˠ ə h
paraisiútaí.wav,pˠ a ɾˠ ə ʃ uː t̪ˠ iː
ocrach.wav,ˈ o k ɾˠ a h
clisiúnach.wav,ˈ c lʲ i ʃ u n̻ˠ a h
deighilt.wav,ˈ dʲ eː lʲ tʲ
fothram.wav,ˈ fˠ o ɾ̥ˠ ə mˠ
rithimeach.wav,ˈ ɾˠ i hʲ ə mʲ a h
págánach.wav,ˈ pˠ aː ɡ a n̻ˠ a h
spotsolas.wav,ˈ sˠ pˠ o t̪ˠ ə l̻ˠ ə sˠ
sásamh.wav,ˈ sˠ aː sˠ uː
maíomh.wav,ˈ mˠ iː vˠ
mílitriú.wav,ˈ mʲ iː ˈ l̻ʲ i tʲ ɾʲ uː
bunairgead.wav,ˈ bˠ u n̻ˠ a ɾʲ ə ɟ ə d̪ˠ
drualus.wav,ˈ d̪ˠ ɾˠ ua l̻ˠ u sˠ
dúch.wav,ˈ d̪ˠ uː h
sofheicthe.wav,ˈ sˠ o e c ə
táthaire.wav,t̪ˠ aː h ə ɾʲ ə
lúth.wav,ˈ l̻ˠ uː
corraitheacht.wav,k a ɾˠ ai ç a ɾˠ t̪ˠ
bíog.wav,ˈ bʲ iː ɡ
sábháilteacht.wav,ˈ sˠ aː vˠ a l̻ʲ tʲ a x t̪ˠ
limfe.wav,ˈ l̻ʲ i mʲ fʲ ə
léirmheastóireacht.wav,ˈ l̻ʲ eː ɾʲ vʲ a sˠ t̪ˠ o ɾʲ a x t̪ˠ
drólann.wav,ˈ d̪ˠ ɾˠ oː l̻ˠ ə n̻ˠ
uile.wav,ˈ i lʲ ə
catastróf.wav,k a t̪ˠ ə sˠ t̪ˠ ɾˠ o fˠ
Téalainnis.wav,ˈ tʲ eː l̻ˠ ə n̻ʲ ə ʃ
ceannaire.wav,ˈ c a n̻ˠ ə ɾʲ ə
crothán.wav,ˈ k ɾˠ o h a n̻ˠ
aistrithe.wav,ˈ a ʃ ˈ tʲ ɾʲ i h ə
gluais.wav,ˈ ɡ l̻ˠ ua ʃ
marcálaí.wav,mˠ a ɾˠ k aː l̻ˠ iː
iomaíochas.wav,i mˠ ia h ə sˠ
alcalóideach.wav,o l̻ˠ k ə l̻ˠ oː dʲ a h
bataire.wav,ˈ bˠ a t̪ˠ ə ɾʲ ə
giúróir.wav,ˈ ɟ uː ɾˠ o ɾʲ
teaictic.wav,tʲ a c tʲ i c
míleatach.wav,ˈ mʲ iː lʲ ə t̪ˠ a h
barréille.wav,bˠ a ɾʲ eː l̻ʲ ə
fiarthrasna.wav,ˈ fʲ ia ɾˠ ɾ̥ˠ a sˠ n̻ˠ ə
bogh.wav,ˈ bˠ au
cúisigh.wav,ˈ k uː ʃ iː
mínithe.wav,ˈ mʲ iː ˈ nʲ i hʲ ə
uaillmhianach.wav,ˈ ua l̻ʲ vʲ ia n̻ˠ a h
comhbhalla.wav,k oː vˠ ə l̻ˠ ə
bunearraí.wav,ˈ bˠ u ˈ n̻ˠ a ɾˠ iː
comhdhlúite.wav,ˈ k oː ɣ l̻ˠ u tʲ ə
seaicéad.wav,ˈ ʃ a c e d̪ˠ
leasaitheach.wav,ˈ l̻ʲ a sˠ i hʲ a h
consan.wav,ˈ k o n̻ˠ sˠ ə n̻ˠ
bacadaíl.wav,ˈ bˠ a k ə d̪ˠ i lʲ
réimnigh.wav,ˈ ɾˠ eː mʲ nʲ iː
leitmóitíf.wav,ˈ l̻ʲ e t̪ˠ mˠ o tʲ iː fʲ
teileapaite.wav,ˈ tʲ e lʲ ə pˠ a tʲ ə
lí.wav,ˈ l̻ʲ iː
purgú.wav,pˠ u ɾˠ ə ɡ uː
scigaithris.wav,ˈ ʃ c i ɟ ai hʲ ɾʲ ə ʃ
angaispeirm.wav,a ŋ ɡ ə ʃ pʲ ə ɾʲ ə mʲ
forbairt.wav,ˈ fˠ o ɾˠ ə bˠ ə ɾˠ tʲ
scartáil.wav,sˠ k a ɾˠ t̪ˠ a lʲ
éigríonna.wav,ˈ eː ɟ ɾʲ iː n̻ˠ ə
bunú.wav,ˈ bˠ u n̻ˠ uː
comhcheangailte.wav,k oː ç ə ŋ ə lʲ tʲ ə
naomhaithis.wav,ˈ n̻ˠ iː vˠ ˈ a h ə ʃ
cruinneachán.wav,k ɾˠ i n̻ʲ ə h a n̻ˠ
gnéasacht.wav,ˈ ɟ nʲ eː sˠ ə ɾˠ t̪ˠ
An.wav,ˈ ə n̻ˠ
cineamatagrafaíocht.wav,c i nʲ ə mˠ ə t̪ˠ ə ɡ ɾˠ ə fˠ ia h t̪ˠ
cupard.wav,ˈ k o pˠ ə ɾˠ d̪ˠ
íonghlanta.wav,ˈ iː ŋ h l̻ˠ ə n̻ˠ t̪ˠ ə
troisc.wav,ˈ t̪ˠ ɾˠ o ʃ c
imeacht.wav,ˈ i mʲ a x t̪ˠ
athionchollú.wav,a hʲ i ŋ ə x ə l̻ˠ uː
árachas.wav,ˈ aː ɾˠ a h ə sˠ
neodrú.wav,nʲ oː d̪ˠ ɾˠ uː
paslaig.wav,ˈ pˠ a sˠ l̻ˠ ə ɟ
eisean.wav,ˈ e ʃ ə n̻ˠ
déanaí.wav,ˈ dʲ eː n̻ˠ iː
toradh.wav,ˈ t̪ˠ a ɾˠ uː
paróisteach.wav,ˈ pˠ a ɾˠ o ʃ tʲ a h
seachantacht.wav,ʃ a h ə n̻ˠ t̪ˠ a ɾˠ t̪ˠ
canónaí.wav,k a n̻ˠ oː n̻ˠ iː
forhalla.wav,ˈ fˠ o ˈ ɾˠ h a l̻ˠ ə
comhchruinne.wav,ˈ k oː ˈ x ɾˠ i n̻ʲ ə
cuilteáilte.wav,k i lʲ tʲ aː lʲ tʲ ə
tnúthánach.wav,ˈ t̪ˠ l̻ˠ uː h a n̻ˠ a h
sracshúil.wav,ˈ sˠ ɾˠ a k ˈ h uː lʲ
gairbhe.wav,ɡ a ɾʲ ə vʲ ə
bruithneoir.wav,ˈ bˠ ɾˠ i hʲ nʲ o ɾʲ
haileabó.wav,ˈ h a lʲ ə bˠ oː
méarach.wav,ˈ mʲ eː ɾˠ ə h
seantán.wav,ˈ ʃ a n̻ˠ t̪ˠ a n̻ˠ
stalcánta.wav,sˠ t̪ˠ o l̻ˠ k aː n̻ˠ t̪ˠ ə
súgradh.wav,ˈ sˠ uː ɡ ɾˠ uː
cúigrín.wav,k uː ɟ ɾʲ iː nʲ
falsa.wav,ˈ fˠ o l̻ˠ sˠ ə
aoibhinn.wav,ˈ iː vʲ ə n̻ʲ
rindreáil.wav,ˈ ɾˠ i nʲ dʲ ɾʲ aː lʲ
fáinneáil.wav,ˈ fˠ aː n̻ʲ a lʲ
coirscéalta.wav,ˈ k o ɾʲ ʃ c eː l̻ˠ t̪ˠ ə
géillte.wav,ɟ eː l̻ʲ tʲ ə
foisceacht.wav,ˈ fˠ o ʃ c a x t̪ˠ
snáithínghloine.wav,ˈ sˠ n̻ˠ aː h iː ŋ h l̻ˠ ə nʲ ə
modheolaíocht.wav,ˈ mˠ au ˈ oː l̻ˠ iː a x t̪ˠ
spion.wav,ˈ sˠ pʲ i n̻ˠ
radharceolaí.wav,ˈ ɾˠ au ɾˠ k o l̻ˠ iː
cneáite.wav,ˈ c nʲ aː tʲ ə
cinnteoireachta.wav,ˈ c i n̻ʲ tʲ o ɾʲ ə ɾˠ t̪ˠ ə
hiopnóiseachas.wav,hʲ i pˠ n̻ˠ oː ʃ ə h ə sˠ
deisiú.wav,ˈ dʲ e ʃ uː
móiréis.wav,ˈ mˠ oː ɾʲ e ʃ
beochantóir.wav,bʲ oː h ə n̻ˠ t̪ˠ o ɾʲ
sladaí.wav,sˠ l̻ˠ a d̪ˠ iː
tomhsaire.wav,t̪ˠ oː sˠ ə ɾʲ ə
marg.wav,ˈ mˠ a ɾˠ ə ɡ
Q.wav,ˈ c uː
seanóirí.wav,ˈ ʃ a ˈ n̻ˠ oː ɾʲ iː
ainéime.wav,a nʲ eː mʲ ə
proinnteach.wav,ˈ pˠ ɾˠ o n̻ʲ tʲ a h
babhstar.wav,ˈ bˠ au sˠ t̪ˠ ə ɾˠ
nascaire.wav,ˈ n̻ˠ a sˠ k ə ɾʲ ə
luasaire.wav,ˈ l̻ˠ ua sˠ ə ɾʲ ə
bearrán.wav,ˈ bʲ a ɾˠ aː n̻ˠ
carbadóir.wav,k a ɾˠ ə bˠ ə d̪ˠ o ɾʲ
curach.wav,ˈ k u ɾˠ a h
buicéad.wav,ˈ bˠ i c e d̪ˠ
maitheamh.wav,ˈ mˠ a hʲ uː
plucach.wav,ˈ pˠ l̻ˠ u k a h
meatadón.wav,ˈ mʲ a t̪ˠ ə d̪ˠ o n̻ˠ
sáirsint.wav,ˈ sˠ aː ɾˠ ʃ ə n̻ʲ tʲ
biorach.wav,ˈ bʲ i ɾˠ a h
cuing.wav,ˈ k i ɲ
é.wav,ˈ eː
leathmharbh.wav,ˈ l̻ʲ a ˈ vˠ a ɾˠ ə vˠ
meirbh.wav,ˈ mʲ e ɾʲ ə vʲ
coilicim.wav,k o lʲ i c i mʲ
uaslathaí.wav,ˈ ua sˠ l̻ˠ a h iː
cumarsáidí.wav,k u mˠ ə ɾˠ sˠ aː dʲ iː
cnádánacht.wav,ˈ k ɾˠ aː d̪ˠ a n̻ˠ a ɾˠ t̪ˠ
oidhreachtúil.wav,ˈ ai ɾʲ a ɾˠ t̪ˠ u lʲ
coireacht.wav,ˈ k o ɾʲ ə ɾˠ t̪ˠ
pósae.wav,ˈ pˠ oː sˠ eː
bonnchúrsa.wav,bˠ o n̻ˠ ə x uː ɾˠ sˠ ə
ainriantacht.wav,a nʲ ɾʲ ia n̻ˠ t̪ˠ a ɾˠ t̪ˠ
roithlín.wav,ˈ ɾˠ o h lʲ iː nʲ
ainnir.wav,ˈ a n̻ʲ ə ɾʲ
déarfainn.wav,ˈ dʲ eː ɾˠ ə n̻ʲ
ainchíos.wav,a ɲ ə ç iː sˠ
ocras.wav,ˈ o k ɾˠ ə sˠ
teagmhas.wav,ˈ tʲ a ɡ vˠ ə sˠ
faomhadh.wav,ˈ fˠ iː vˠ uː
mangónna.wav,mˠ a ŋ ɡ oː n̻ˠ ə
seansaireacht.wav,ʃ a n̻ˠ sˠ ə ɾʲ a ɾˠ t̪ˠ
mionaois.wav,ˈ mʲ i ˈ n̻ˠ iː ʃ
faichill.wav,ˈ fˠ a ç ə l̻ʲ
fraoch.wav,ˈ fˠ ɾˠ iː h
fíormhaith.wav,ˈ fʲ iː ɾˠ vˠ a hʲ
Oileáin.wav,ˈ o lʲ aː nʲ
coinneála.wav,ˈ k o n̻ʲ aː l̻ˠ ə
lúpas.wav,ˈ l̻ˠ uː pˠ ə sˠ
díosc.wav,ˈ dʲ iː sˠ k
raimhre.wav,ˈ ɾˠ a vʲ ɾʲ ə
mionúr.wav,ˈ mʲ i n̻ˠ u ɾˠ
sceimhle.wav,ˈ ʃ c e vʲ lʲ ə
criogar.wav,ˈ c ɾʲ i ɡ ə ɾˠ
rósadhmad.wav,ɾˠ oː sˠ eː mˠ ə d̪ˠ
reiptíl.wav,ɾʲ e pʲ tʲ iː lʲ
féasta.wav,ˈ fʲ eː sˠ t̪ˠ ə
grámhar.wav,ˈ ɡ ɾˠ aː vˠ ə ɾˠ
clóbhuailte.wav,ˈ k l̻ˠ oː ˈ vˠ ua lʲ tʲ ə
ardaicme.wav,ˈ aː ɾˠ ˈ d̪ˠ a c mʲ ə
Boisnise.wav,ˈ bˠ o ʃ nʲ ə ʃ ə
liúigh.wav,ˈ l̻ʲ uː j
traoith.wav,ˈ t̪ˠ ɾˠ iː
eisceachtúil.wav,ˈ e ʃ c a x t̪ˠ u lʲ
deasbhord.wav,ˈ dʲ a sˠ vˠ o ɾˠ d̪ˠ
aint.wav,ˈ a nʲ tʲ
amh.wav,ˈ a vˠ
radaiteiripe.wav,ˈ ɾˠ a d̪ˠ ə tʲ ə ɾʲ ə pʲ ə
taiscéalaíocht.wav,ˈ t̪ˠ a ʃ c e l̻ˠ iː a x t̪ˠ
catalónach.wav,k a t̪ˠ ə l̻ˠ oː n̻ˠ a h
canálaigh.wav,k a n̻ˠ aː l̻ˠ iː
gnaoi.wav,ˈ ɡ ɾˠ iː
cothromóid.wav,ˈ k o ɾ̥ˠ ə mˠ o dʲ
bróimín.wav,bˠ ɾˠ oː mʲ iː nʲ
parúl.wav,ˈ pˠ a ɾˠ u l̻ˠ
leathóg.wav,ˈ l̻ʲ a h o ɡ
meaig.wav,ˈ mʲ a ɟ
naofacht.wav,ˈ n̻ˠ iː fˠ a x t̪ˠ
cosmhuintir.wav,ˈ k o sˠ vˠ i tʲ ə ɾʲ
Iúil.wav,ˈ uː lʲ
giúis.wav,ˈ ɟ uː ʃ
giomnáisiam.wav,ˈ ɟ i mˠ n̻ˠ a ʃ ia mˠ
beodhearg.wav,bʲ oː ə ɾˠ ə ɡ
míosta.wav,ˈ mʲ iː sˠ t̪ˠ ə
sciolairt.wav,ˈ ʃ c i l̻ˠ ə ɾˠ tʲ
cocús.wav,k o k u sˠ
clóscríobh.wav,ˈ k l̻ˠ oː ʃ c ɾʲ i vˠ
féirín.wav,ˈ fʲ eː ɾʲ i nʲ
ní.wav,ˈ n̻ʲ iː
scroblachóir.wav,ˈ sˠ k ɾˠ o bˠ l̻ˠ a h o ɾʲ
geab.wav,ˈ ɟ a bˠ
drogallach.wav,ˈ d̪ˠ ɾˠ o ɡ ə l̻ˠ a h
balúnaí.wav,ˈ bˠ a l̻ˠ uː n̻ˠ iː
umar.wav,ˈ u mˠ ə ɾˠ
peacúil.wav,ˈ pʲ a k u lʲ
ríora.wav,ˈ ɾˠ iː ɾˠ ə
mogall.wav,ˈ mˠ o ɡ ə l̻ˠ
leighis.wav,ˈ l̻ʲ e j ə ʃ
tumadh.wav,ˈ t̪ˠ u mˠ uː
cáirióice.wav,ˈ k aː ɾʲ iː oː c ə
galrú.wav,ɡ o l̻ˠ ɾˠ uː
brúigh.wav,ˈ bˠ ɾˠ uː j
cat.wav,ˈ k a t̪ˠ
anás.wav,ˈ a n̻ˠ aː sˠ
bonnráta.wav,bˠ o n̻ˠ ɾˠ aː t̪ˠ ə
foirgneamh.wav,ˈ fˠ o ɾʲ ə ɟ nʲ uː
labhróg.wav,ˈ l̻ˠ au ɾˠ o ɡ
réamhaisnéis.wav,ˈ ɾˠ eː vˠ ˈ a ʃ nʲ e ʃ
anagram.wav,ˈ a n̻ˠ ə ɡ ɾˠ a mˠ
doiciméad.wav,ˈ d̪ˠ o c ə mʲ e d̪ˠ
seanchaí.wav,ˈ ʃ a n̻ˠ a h iː
nialas.wav,ˈ nʲ ia l̻ˠ ə sˠ
méith.wav,ˈ mʲ eː
bristeacha.wav,ˈ bʲ ɾʲ i ʃ tʲ ə h ə
rosc.wav,ˈ ɾˠ a sˠ k
athneartaigh.wav,a hʲ nʲ ə ɾˠ t̪ˠ iː
treoracha.wav,ˈ tʲ ɾʲ oː ɾˠ ə h ə
beartach.wav,ˈ bʲ a ɾˠ t̪ˠ a h
cearrbhachas.wav,ˈ c a ɾˠ vˠ ə h a sˠ
armónú.wav,a ɾˠ ə mˠ oː n̻ˠ uː
stábla.wav,ˈ sˠ t̪ˠ aː bˠ l̻ˠ ə
lomaire.wav,ˈ l̻ˠ o mˠ ə ɾʲ ə
dúnán.wav,d̪ˠ uː n̻ˠ a n̻ˠ
léachtóireachta.wav,ˈ l̻ʲ eː ɾˠ t̪ˠ o ɾʲ ə ɾˠ t̪ˠ ə
Téalannach.wav,ˈ tʲ eː l̻ˠ ə n̻ˠ ə h
giotán.wav,ˈ ɟ i t̪ˠ aː n̻ˠ
seánrúil.wav,ˈ ʃ aː n̻ˠ ɾˠ uː lʲ
uasal.wav,ˈ ua sˠ ə l̻ˠ
reachtach.wav,ˈ ɾˠ a x t̪ˠ a h
ábhal.wav,ˈ aː vˠ ə l̻ˠ
cuibheasach.wav,ˈ k i vʲ ə sˠ a h
codarsnach.wav,ˈ k o d̪ˠ ə ɾˠ sˠ n̻ˠ a h
seisreach.wav,ˈ ʃ e ʃ ɾʲ a h
aisling.wav,ˈ a ʃ lʲ ə ɲ
tíofún.wav,ˈ tʲ iː fˠ u n̻ˠ
searmanas.wav,ˈ ʃ a ɾˠ ə mˠ ə n̻ˠ ə sˠ
faíreach.wav,ˈ fˠ iː ɾʲ a h
éitheach.wav,ˈ eː hʲ a h
flít.wav,fʲ lʲ iː tʲ
rúibín.wav,ˈ ɾˠ uː bʲ i nʲ
sagaibhse.wav,ˈ sˠ a ɡ ə vʲ ʃ ə
inspioráid.wav,ˈ i n̻ˠ sˠ pʲ ə ɾˠ a dʲ
creachadóireacht.wav,c ɾʲ a h ə d̪ˠ oː ɾʲ a ɾˠ t̪ˠ
tíolacadh.wav,ˈ tʲ iː l̻ˠ ə k uː
dúchais.wav,ˈ d̪ˠ uː h ə ʃ
