transcription,phoneme_sentence,audio_path
ach sa deireadh cé gur chuir krushchev na tancanna isteach le rudaí a chur in ord ghéill sé le roinnt éilimh eacnamaíocha agus d'aontaigh sé chun wladyslaw gomulka a raibh gnaoi na ndaoine air a cheapadh ina phríomh-aire nua,ˈah|ˈsˠə|ˈdʲeɾʲuː|ˈceː|ˈɡəɾˠ|ˈxuɾʲ|[UNK]|ˈn̻ˠə|t̪ˠaŋkən̻ˠə|iʃˈtʲah|ˈlʲe|ˈɾˠud̪ˠiː|ə|ˈxuɾˠ|ˈinʲ|ˈoːɾˠd̪ˠ|jeːl̻ʲ|ˈʃeː|ˈlʲe|ˈɾˠon̻ʲtʲ|ˈeːlʲəvʲ|akn̻ˠəmˠiahə|ˈəɡəsˠ|d̪ˠiːn̻ˠt̪ˠiː|ˈʃeː|ˈxun̻ˠ|[UNK]|[UNK]|ə|ˈɾˠoːvˠ|ˈɡɾˠiː|ˈn̻ˠə|ˈn̻ˠiːnʲi|ˈeɾʲ|ə|çapˠuː|ˈin̻ˠə|ˈfʲɾʲiːvˠaɾʲə|ˈn̻ˠua,train/10172529021080934600.wav
"ar an 24 meán fómhair 1759 shínigh arthur guinness léas 9,000 bliain do ghrúdlann gheata shéamais i mbaile átha cliath éire",ˈeɾʲ|ˈən̻ˠ|[UNK]|ˈmʲaːn̻ˠ|ˈfˠoːvˠəɾʲ|[UNK]|çiːnʲiː|[UNK]|[UNK]|ˈl̻ʲeːsˠ|[UNK]|ˈbʲlʲianʲ|ˈd̪ˠə|ɣɾˠuːd̪ˠl̻ˠən̻ˠ|jat̪ˠə|[UNK]|ˈi|ˈmˠalʲə|ˈaːhə|ˈclʲia|[UNK],train/10172885497110692291.wav
tá na luasteorainneacha postáilte i bhfad níos ísle ná mar a bhí i ranna roimhe seo agus dá éis — 35-40 msu 56-64 km/u de ghnáth — agus tá sé níos tábhachtaí ná riamh go ngéillfimis go hiomlán dóibh,ˈt̪ˠaː|ˈn̻ˠə|l̻ˠuaʃtʲoːɾˠən̻ʲahə|pˠasˠt̪ˠaːlʲtʲə|ˈi|ˈvˠad̪ˠ|ˈnʲiːsˠ|ˈiːʃlʲə|ˈn̻ˠaː|mˠaɾˠ|ə|ˈvʲiː|ˈi|ˈɾˠan̻ˠa|ˈɾˠivʲə|ˈʃo|ˈəɡəsˠ|ˈd̪ˠaː|ˈeːʃ|[UNK]|[UNK]|[UNK]|[UNK]|[UNK]|ˈd̪ˠe|ˈɣn̻ˠaː|[UNK]|ˈəɡəsˠ|ˈt̪ˠaː|ˈʃeː|ˈnʲiːsˠ|ˈt̪ˠaːvˠaxt̪ˠiː|ˈn̻ˠaː|ˈɾʲiavˠ|ˈɡə|ɲeːl̻̊ʲimʲiʃ|ˈɡə|ˈhomˠl̻ˠan̻ˠ|ˈd̪ˠoːvʲ,train/10178302525141502605.wav
mhaígh an príomh-aire sealadach julia gillard i rith fheachtas an toghcháin feidearálaigh in 2010 gur chreid sí gur chóir don astráil a bheith ina poblacht ag deireadh réim bhanríon éilis ii,ˈvˠiːj|ˈən̻ˠ|ˈpʲɾʲiːˈvˠaɾʲə|ˈʃol̻ˠəd̪ˠah|[UNK]|[UNK]|ˈi|ˈɾˠihʲ|aɾˠt̪ˠəsˠ|ˈən̻ˠ|ˈt̪ˠauhan̻ʲ|fʲedʲəɾˠaːl̻ˠiː|ˈinʲ|[UNK]|ˈɡəɾˠ|çɾʲedʲ|ˈʃiː|ˈɡəɾˠ|ˈxoːɾʲ|ˈd̪ˠon̻ˠ|[UNK]|ə|ˈvʲehʲ|ˈin̻ˠə|ˈpˠobˠl̻ˠaxt̪ˠ|ˈeɟ|ˈdʲeɾʲuː|ˈɾˠeːmʲ|ˈvˠan̻ˠɾˠin̻ˠ|[UNK]|[UNK],train/10180782535466774975.wav
dóibh siúd a bhaineann sult as gníomhaíochtaí lasmuigh caithfidh siad fálróid suas chonaire farraige go spéir a dhéanamh,ˈd̪ˠoːvʲ|ˈʃuːd̪ˠ|ə|vˠanʲən̻ˠ|ˈsˠul̻ˠt̪ˠ|ˈasˠ|ɟnʲiːvˠiaht̪ˠiː|ˈl̻ˠasˠmˠiː|ˈkahʲiː|ˈʃiːd̪ˠ|ˈfˠaːl̻ˠɾˠodʲ|ˈsˠuasˠ|xon̻ˠəɾʲə|ˈfˠaɾˠəɟə|ˈɡə|ˈsˠpʲeːɾʲ|ə|ˈjeːn̻ˠuː,train/10190839890551994821.wav
thug schneider a fhianaise trí fhíschomhdháil ó bhunáit usaf ina thír dhúchais,ˈhuɡ|[UNK]|ə|ian̻ˠəʃə|ˈtʲɾʲiː|[UNK]|ˈoː|vˠun̻ˠatʲ|[UNK]|ˈin̻ˠə|ˈhʲiɾʲ|ˈɣuːhəʃ,train/10192824334207519499.wav
tar éis grinneall na farraige a mhapáil aimsíodh an raic le feithicil a oibríonnn ó chian rov,ˈt̪ˠaɾˠ|ˈeːʃ|ˈɟɾʲin̻ʲəl̻ˠ|ˈn̻ˠə|ˈfˠaɾˠəɟə|ə|vˠapˠalʲ|amʲʃiːuː|ˈən̻ˠ|ˈɾˠac|ˈlʲe|ˈfʲaihʲəcəlʲ|ə|[UNK]|ˈoː|çian̻ˠ|[UNK],train/10195036157223548339.wav
d'fhéadfadh a rá go mbíonn an léitheoireacht níos éasca dá bharr freisin cé go bhfuil an scríbhneoireacht casta go leor mar gheall ar an ngá le fáil amach an úsáidtear briathar nó aidiacht san fhoirm shubstainte,ˈd̪ˠeːd̪ˠuː|ə|ˈɾˠaː|ˈɡə|ˈmʲiːn̻ˠ|ˈən̻ˠ|ˈl̻ʲeːhʲoɾʲaxt̪ˠ|ˈnʲiːsˠ|ˈeːsˠkə|ˈd̪ˠaː|ˈvˠaːɾˠ|ˈfʲɾʲeʃənʲ|ˈceː|ˈɡə|ˈvˠilʲ|ˈən̻ˠ|ˈʃcɾʲiːvʲnʲoɾʲaxt̪ˠ|ˈkasˠt̪ˠə|ˈɡə|ˈl̻ʲoːɾˠ|mˠaɾˠ|ˈjal̻ˠ|ˈeɾʲ|ˈən̻ˠ|ŋaː|ˈlʲe|ˈfˠaːlʲ|əˈmˠah|ˈən̻ˠ|uːsˠaːtʲəɾˠ|ˈbʲɾʲiahəɾˠ|ˈn̻ˠoː|ˈadʲiaxt̪ˠ|sˠən̻ˠ|oɾʲəmʲ|[UNK],train/10203331564054443322.wav
thosaítí ar dhochtúirí a earcú faoin impire augustus agus cruthaíodh an chéad chór leighis rómhánach lena úsáid i ndiaidh cathanna,hasˠiːtʲiː|ˈeɾʲ|ɣoɾˠt̪ˠuːɾʲiː|ə|ˈaɾˠkuː|ˈfˠinʲ|ˈimʲpʲəɾʲə|[UNK]|ˈəɡəsˠ|kɾˠuhiːuː|ˈən̻ˠ|ˈçeːd̪ˠ|ˈxoːɾˠ|ˈl̻ʲejəʃ|[UNK]|ˈlʲen̻ˠə|ˈuːsˠadʲ|ˈi|ˈn̻ʲeːj|kahən̻ˠə,train/10207572542480271796.wav
leis an gcainneonaíocht tugtar le chéile gnéithe de shnámh dreapadóireacht agus léimneach--ach is sách beag é an méid traenála nó obair fhisiciúil a bhíonn de dhíth chun tosú uirthi i gcomparáid le hailleadóireacht tumadóireacht scúba nó sciáil alpach mar shampla,ˈlʲiʃ|ˈən̻ˠ|[UNK]|t̪ˠuɡt̪ˠəɾˠ|ˈlʲe|ˈçelʲə|ɟnʲeːçə|ˈd̪ˠe|n̻̊ˠaːvˠ|ˈdʲɾʲapˠəd̪ˠoɾʲaxt̪ˠ|ˈəɡəsˠ|[UNK]|ˈisˠ|ˈsˠaːh|ˈbʲoɡ|ˈeː|ˈən̻ˠ|ˈmʲeːdʲ|t̪ˠɾˠeːn̻ˠaːl̻ˠə|ˈn̻ˠoː|ˈobˠiɾʲ|[UNK]|ə|ˈvʲiːn̻ˠ|ˈd̪ˠe|ˈjiːh|ˈxun̻ˠ|ˈt̪ˠasˠuː|ˈaɾˠhʲiː|ˈi|ɡomˠpˠəɾˠadʲ|ˈlʲe|[UNK]|ˈt̪ˠumˠəd̪ˠoɾʲəɾˠt̪ˠ|[UNK]|ˈn̻ˠoː|ˈʃciːaːlʲ|ˈol̻ˠpˠah|mˠaɾˠ|hamˠpˠl̻ˠə,train/10211964376492564225.wav
féach ar na turais atá á gcur chun cinn ag an ngníomhaire cibé ar láithreán gréasáin nó i bhfuinneog siopa,ˈfʲeːh|ˈeɾʲ|ˈn̻ˠə|ˈt̪ˠuɾˠəʃ|əˈt̪ˠaː|aː|ˈɡuɾˠ|ˈxun̻ˠ|ˈcin̻ʲ|ˈeɟ|ˈən̻ˠ|ɲnʲiːvˠəɾʲə|ˈcibʲiː|ˈeɾʲ|ˈl̻ˠaːhʲɾʲan̻ˠ|ˈɟɾʲeːsˠaːnʲ|ˈn̻ˠoː|ˈi|vˠin̻ʲoɡ|ˈʃopˠə,train/10213562661834449885.wav
sa chás seo trí chuimhneach siar ar chásanna roimhe seo ar iompar fiontraíochta agus an rath a tharla dá bharr chabhraigh sé le daoine a bheith oscailte d'athruithe nua agus treo nua don eaglais áitiúil,ˈsˠə|xaːsˠ|ˈʃo|ˈtʲɾʲiː|ˈxivʲnʲah|ˈʃiaɾˠ|ˈeɾʲ|xaːsˠən̻ˠə|ˈɾˠivʲə|ˈʃo|ˈeɾʲ|ˈimˠpˠəɾˠ|fʲin̻ˠt̪ˠɾˠiaht̪ˠə|ˈəɡəsˠ|ˈən̻ˠ|ˈɾˠah|ə|ˈhaɾˠl̻ˠə|ˈd̪ˠaː|ˈvˠaːɾˠ|xoːɾˠiː|ˈʃeː|ˈlʲe|ˈd̪ˠiːnʲiː|ə|ˈvʲehʲ|ˈosˠkəl̻ʲtʲə|[UNK]|ˈn̻ˠua|ˈəɡəsˠ|ˈtʲɾʲoː|ˈn̻ˠua|ˈd̪ˠon̻ˠ|ˈaɡl̻ˠəʃ|ˈaːtʲulʲ,train/10215400491847805928.wav
cé go mbeadh cur amach againn ar fhormhór a gcuid bia bhí a gcion féin de mhíreanna aisteacha nó neamhghnácha féasta ag na rómhánaigh lena n-áirítear torc fiáin an phéacóg seilidí agus cineál creimire ar a dtugtar an luch chodlamáin,ˈceː|ˈɡə|ˈmʲeːuː|ˈkuɾˠ|əˈmˠah|ˈəɡən̻ʲ|ˈeɾʲ|aɾˠəvˠoɾˠ|ə|ˈɡidʲ|ˈbʲia|ˈvʲiː|ə|ɟin̻ˠ|ˈheːnʲ|ˈd̪ˠe|vʲiːɾʲən̻ˠə|aʃtʲahə|ˈn̻ˠoː|nʲauɣn̻ˠaːhə|ˈfʲeːsˠt̪ˠə|ˈeɟ|ˈn̻ˠə|ɾˠoːvˠaːn̻ˠiː|ˈlʲen̻ˠə|[UNK]|ˈt̪ˠaɾˠk|ˈfʲiːanʲ|ˈən̻ˠ|fʲeːkoɡ|ʃelʲidʲiː|ˈəɡəsˠ|ˈcinʲal̻ˠ|ˈcɾʲemʲəɾʲə|ˈeɾʲ|ə|d̪ˠuɡt̪ˠəɾˠ|ˈən̻ˠ|ˈl̻ˠuh|[UNK],train/10218903018333143653.wav
"agus 300 eile san áireamh beidh gá le 1,300 carráiste ar an iomlán chun róphlódú a mhaolú",ˈəɡəsˠ|[UNK]|ˈelʲə|sˠən̻ˠ|ˈaːɾʲuː|bʲeː|ˈɡaː|ˈlʲe|[UNK]|ˈkaɾˠaʃtʲə|ˈeɾʲ|ˈən̻ˠ|ˈomˠl̻ˠan̻ˠ|ˈxun̻ˠ|[UNK]|ə|vˠiːl̻ˠuː,train/10220895070869290167.wav
in 1989 chabhraigh sé le brooks agus groening the simpsons a chruthú agus bhí sé freagrach as an gcéad fhoireann scríbhneoireachta den seó a fhostú,ˈinʲ|[UNK]|xoːɾˠiː|ˈʃeː|ˈlʲe|[UNK]|ˈəɡəsˠ|[UNK]|hʲe|[UNK]|ə|xɾˠuhuː|ˈəɡəsˠ|ˈvʲiː|ˈʃeː|ˈfʲɾʲaɡɾˠah|ˈasˠ|ˈən̻ˠ|ɟeːd̪ˠ|ˈoɾʲən̻ˠ|ʃcɾʲiːvʲnʲoːɾʲəɾˠt̪ˠə|ˈdʲənʲ|ˈʃoː|ə|asˠt̪ˠuː,train/10222020969920985354.wav
ghníomhachtaigh lucht rialaithe aerthráchta na rúise na scairdeitleáin agus athbhunaíodh gnáthdhearcadh an stáisiúin,[UNK]|ˈl̻ˠaxt̪ˠ|ˈɾˠiˑəl̻ˠəhə|eːɾ̥ˠɾˠaːɾˠt̪ˠə|ˈn̻ˠə|ɾˠuːʃə|ˈn̻ˠə|sˠkaɾˠdʲətʲlʲanʲ|ˈəɡəsˠ|ahvˠən̻ˠiːuː|[UNK]|ˈən̻ˠ|sˠt̪ˠaːʃuːnʲ,train/10227117077757440488.wav
níor chóir go mbeidh náire ort dá bharr níl aon difear idir é agus an eagla agus gráin phearsanta a bhíonn ag cuid mhaith daoine ar rudaí eile,ˈn̻ʲiːɾˠ|ˈxoːɾʲ|ˈɡə|ˈmˠeː|ˈn̻ˠaːɾʲə|ˈoɾˠt̪ˠ|ˈd̪ˠaː|ˈvˠaːɾˠ|ˈn̻ʲiːlʲ|ˈeːn̻ˠ|ˈdʲifʲəɾˠ|ˈidʲəɾʲ|ˈeː|ˈəɡəsˠ|ˈən̻ˠ|ˈoɡl̻ˠə|ˈəɡəsˠ|ˈɡɾˠaːnʲ|ˈfʲaɾˠsˠən̻ˠt̪ˠə|ə|ˈvʲiːn̻ˠ|ˈeɟ|ˈkidʲ|ˈvˠaihʲ|ˈd̪ˠiːnʲiː|ˈeɾʲ|ˈɾˠud̪ˠiː|ˈelʲə,train/10231544174371257064.wav
"tá cuid de na carraigeacha atá fíor-annamh ar an domhan á ndíol ar us$11,000 go $22,500 an unsa atá thart ar deich n-uaire níos mó ná costas an óir",ˈt̪ˠaː|ˈkidʲ|ˈd̪ˠe|ˈn̻ˠə|kaɾˠəɟahə|əˈt̪ˠaː|[UNK]|ˈeɾʲ|ˈən̻ˠ|ˈd̪ˠaun̻ˠ|aː|nʲiːl̻ˠ|ˈeɾʲ|[UNK]|ˈɡə|[UNK]|ˈən̻ˠ|ˈun̻ˠsˠə|əˈt̪ˠaː|ˈhaɾˠt̪ˠ|ˈeɾʲ|ˈdʲeç|ˈn̻ˠuaɾʲə|ˈnʲiːsˠ|ˈmˠoː|ˈn̻ˠaː|ˈkosˠt̪ˠəsˠ|ˈən̻ˠ|ˈoːɾʲ,train/10231842492905516776.wav
ba é an traidisiún go rachadh an t-oidhre ar an ríocht díreach isteach san arm tar éis an scoil a fhágáil,ˈbˠə|ˈeː|ˈən̻ˠ|ˈt̪ˠɾˠadʲiʃun̻ˠ|ˈɡə|ˈɾˠahuː|ˈən̻ˠ|[UNK]|ˈeɾʲ|ˈən̻ˠ|ˈɾˠiːˈaxt̪ˠ|ˈdʲiːɾʲah|iʃˈtʲah|sˠən̻ˠ|ˈaɾˠəmˠ|ˈt̪ˠaɾˠ|ˈeːʃ|ˈən̻ˠ|ˈsˠkolʲ|ə|ˈaːɡalʲ,train/10235434489149674942.wav
dheimhnigh sé freisin gur chreid sé sa cheart intuigthe chun príobháide rud a raibh an cinneadh roe ag brath air,jevʲnʲiː|ˈʃeː|ˈfʲɾʲeʃənʲ|ˈɡəɾˠ|çɾʲedʲ|ˈʃeː|ˈsˠə|ˈçaɾˠt̪ˠ|ˈin̻ˠt̪ˠicə|ˈxun̻ˠ|pʲɾʲiːvˠaːdʲə|ˈɾˠud̪ˠ|ə|ˈɾˠoːvˠ|ˈən̻ˠ|ˈcin̻ʲuː|[UNK]|ˈeɟ|ˈbˠɾˠah|ˈeɾʲ,train/10240903658528477563.wav
fuair an acma leis nár sháraigh big brother na dlíthe cinsireachta maidir le hábhar ar líne cé go raibh an físeán á shruthú ar an idirlíon de bhrí nár stóráladh na meáin ar shuíomh gréasáin big brother,ˈfˠuaɾʲ|ˈən̻ˠ|[UNK]|ˈlʲiʃ|ˈn̻ˠaːɾˠ|haːɾˠiː|bʲiɟ|[UNK]|ˈn̻ˠə|dʲlʲiːhʲə|cinʲʃiɾʲəɾˠt̪ˠə|ˈmˠadʲəɾʲ|ˈlʲe|haːvˠəɾˠ|ˈeɾʲ|ˈl̻ʲiːnʲə|ˈceː|ˈɡə|ˈɾˠoːvˠ|ˈən̻ˠ|ˈfʲiːˈʃaːn̻ˠ|aː|ɾ̥ˠuhuː|ˈeɾʲ|ˈən̻ˠ|ˈidʲəɾʲˈl̻ʲiːn̻ˠ|ˈd̪ˠe|vʲɾʲiː|ˈn̻ˠaːɾˠ|sˠt̪ˠoːɾˠaːl̻ˠuː|ˈn̻ˠə|mʲaːnʲ|ˈeɾʲ|hiːvˠ|ˈɟɾʲeːsˠaːnʲ|bʲiɟ|[UNK],train/10241781468298949165.wav
is í foireann peile náisiúnta na hiodáile in éineacht le foireann peile náisiúnta na gearmáine an dara foireann is rathúla ar domhan agus ba seaimpíní chorn domhanda fifa iad i 2006,ˈisˠ|ˈiː|ˈfˠoɾʲən̻ˠ|ˈpʲelʲə|ˈn̻ˠaːʃun̻ˠt̪ˠə|ˈn̻ˠə|[UNK]|ˈinʲ|ˈeːnʲaxt̪ˠ|ˈlʲe|ˈfˠoɾʲən̻ˠ|ˈpʲelʲə|ˈn̻ˠaːʃun̻ˠt̪ˠə|ˈn̻ˠə|[UNK]|ˈən̻ˠ|ˈd̪ˠaɾˠə|ˈfˠoɾʲən̻ˠ|ˈisˠ|ɾˠahuːl̻ˠə|ˈeɾʲ|ˈd̪ˠaun̻ˠ|ˈəɡəsˠ|ˈbˠə|ʃamʲpʲiːnʲiː|xoːɾˠn̻ˠ|ˈd̪ˠaun̻ˠd̪ˠə|[UNK]|ˈiad̪ˠ|ˈi|[UNK],train/10244360438093309563.wav
níor thug cuideachta bainistíochta an bhanna hk management inc aon chúis tosaigh nuair a chealaigh siad ar an 20 meán fómhair ach chuir siad an milleán ar chúiseanna lóistíochta an lá dar gcionn,ˈn̻ʲiːɾˠ|ˈhuɡ|ˈkidʲaxt̪ˠə|ˈbˠanʲəʃtʲiˑəɾˠt̪ˠə|ˈən̻ˠ|vˠan̻ˠə|[UNK]|[UNK]|iɲc|ˈeːn̻ˠ|ˈxuːʃ|ˈt̪ˠosˠiː|ˈn̻ˠuːɾʲ|ə|çal̻ˠiː|ˈʃiːd̪ˠ|ˈeɾʲ|ˈən̻ˠ|[UNK]|ˈmʲaːn̻ˠ|ˈfˠoːvˠəɾʲ|ˈah|ˈxuɾʲ|ˈʃiːd̪ˠ|ˈən̻ˠ|ˈmʲil̻ʲan̻ˠ|ˈeɾʲ|xuːʃən̻ˠə|l̻ˠoːʃtʲiaɾˠt̪ˠə|ˈən̻ˠ|ˈl̻ˠaː|ˈd̪ˠaɾˠ|ˈɟun̻ˠ,train/10254422736086314546.wav
chaill murray an chéad seit i mbabhta réitigh tar éis don dá fhear a fhreastal féin a choimeád ó thús deireadh an tseite,ˈxal̻ʲ|[UNK]|ˈən̻ˠ|ˈçeːd̪ˠ|ˈʃetʲ|ˈi|mˠoːt̪ˠə|ˈɾˠeːtʲiː|ˈt̪ˠaɾˠ|ˈeːʃ|ˈd̪ˠon̻ˠ|ˈd̪ˠaː|ˈaɾˠ|ə|ɾʲasˠt̪ˠəl̻ˠ|ˈheːnʲ|ə|xomʲad̪ˠ|ˈoː|huːsˠ|ˈdʲeɾʲuː|ˈən̻ˠ|[UNK],train/10265986034218159133.wav
seolann níos mó ná 60 long chrúsála trí uiscí galapagos agus slí iontu do idir ochtar agus 100 paisinéir,ʃoːl̻ˠən̻ˠ|ˈnʲiːsˠ|ˈmˠoː|ˈn̻ˠaː|[UNK]|ˈl̻ˠoŋ|[UNK]|ˈtʲɾʲiː|ˈiʃciː|[UNK]|ˈəɡəsˠ|ˈʃlʲiː|ˈin̻ˠt̪ˠuː|ˈd̪ˠə|ˈidʲəɾʲ|ˈaxt̪ˠəɾˠ|ˈəɡəsˠ|[UNK]|ˈpˠaʃənʲeɾʲ,train/10270641862129617347.wav
ach dá dtarlódh sé sin riamh ní dócha go dtarlódh sé go ceann i bhfad éireann amach uainn tá na réaltaí chomh scaipthe amach óna chéile go mbíonn na trilliúin míle idir réaltaí ar chomharsana iad,ˈah|ˈd̪ˠaː|d̪ˠaɾˠl̻ˠoxətʲ|ˈʃeː|ˈʃinʲ|ˈɾʲiavˠ|ˈn̻ʲiː|ˈd̪ˠoːxə|ˈɡə|d̪ˠaɾˠl̻ˠoxətʲ|ˈʃeː|ˈɡə|ˈcin̻ˠ|ˈi|ˈvˠad̪ˠ|ˈeːɾʲən̻ˠ|əˈmˠah|ˈuan̻ʲ|ˈt̪ˠaː|ˈn̻ˠə|ˈɾˠeːl̻ˠt̪ˠiː|ˈxoː|ˈsˠkapʲə|əˈmˠah|ˈoːn̻ˠə|ˈçelʲə|ˈɡə|ˈmʲiːn̻ˠ|ˈn̻ˠə|tʲɾʲil̻ʲuːnʲ|ˈmʲiːlʲə|ˈidʲəɾʲ|ˈɾˠeːl̻ˠt̪ˠiː|ˈeɾʲ|xoːɾˠsˠən̻ˠə|ˈiad̪ˠ,train/10271119571758164129.wav
i ngach eipeasóid den seó dhírítí ar théama ó leabhar áirithe agus ansin phléití an téama sin trí go leor scéalta a insint,ˈi|ˈŋah|ˈepʲəsˠodʲ|ˈdʲənʲ|ˈʃoː|jiːɾʲiːtʲiː|ˈeɾʲ|hʲeːmˠə|ˈoː|ˈl̻ʲoːəɾˠ|ˈaːɾʲihʲə|ˈəɡəsˠ|ən̻ˠˈʃinʲ|fʲlʲeːtʲiː|ˈən̻ˠ|ˈtʲeːmˠə|ˈʃinʲ|ˈtʲɾʲiː|ˈɡə|ˈl̻ʲoːɾˠ|ʃceːl̻ˠt̪ˠə|ə|ˌinʲˈʃinʲtʲ,train/10274935611515092016.wav
bhí an fear céile tríocha bliain d'aois a rugadh in buffalo ar an gceathrar a cailleadh sa lámhachadh ach níor gortaíodh a bhean,ˈvʲiː|ˈən̻ˠ|ˈfʲaɾˠ|ˈceːlʲə|ˈtʲɾʲiːhə|ˈbʲlʲianʲ|d̪ˠiːʃ|ə|ˈɾˠuɡuː|ˈinʲ|[UNK]|ˈeɾʲ|ˈən̻ˠ|ɟahɾˠəɾˠ|ə|ˈkal̻ʲuː|ˈsˠə|l̻ˠaːvˠəhuː|ˈah|ˈn̻ʲiːɾˠ|ɡaɾˠt̪ˠiːuː|ə|ˈvʲan̻ˠ,train/10276876522131306206.wav
nuair a d'imigh na cairr a bhí chun tosaigh ar alonso isteach le haghaidh breosla faoin gcarr séidaireachta ghluais sé chun tosaigh ar an ngrúpa agus bhuaigh sé,ˈn̻ˠuːɾʲ|ə|ˈdʲimʲiː|ˈn̻ˠə|ˈkaɾʲ|ə|ˈvʲiː|ˈxun̻ˠ|ˈt̪ˠosˠiː|ˈeɾʲ|[UNK]|iʃˈtʲah|ˈlʲe|ˈheːj|ˈbʲɾʲoːsˠl̻ˠə|ˈfˠinʲ|ɡaɾˠ|[UNK]|ɣl̻ˠuaʃ|ˈʃeː|ˈxun̻ˠ|ˈt̪ˠosˠiː|ˈeɾʲ|ˈən̻ˠ|ŋɾˠuːpˠə|ˈəɡəsˠ|ˈvˠuaiː|ˈʃeː,train/1028567997234780510.wav
deir na réamhaisnéiseoirí is dócha go scaipfidh an stoirm atá suite timpeall 645 míle 1040 km siar ó oileáin rinn verde sula gcuireann sé aon limistéar talún i gcontúirt,ˈdʲeɾʲ|ˈn̻ˠə|ɾʲeːvˠəʃnʲeːʃoːɾʲiː|ˈisˠ|ˈd̪ˠoːxə|ˈɡə|sˠkapʲiː|ˈən̻ˠ|ˈsˠt̪ˠoɾʲəmʲ|əˈt̪ˠaː|ˈsˠitʲə|ˈtʲimʲpʲəl̻ˠ|[UNK]|ˈmʲiːlʲə|[UNK]|[UNK]|ˈʃiaɾˠ|ˈoː|ˈolʲaːnʲ|[UNK]|[UNK]|ˈsˠul̻ˠə|ˈɡuɾʲən̻ˠ|ˈʃeː|ˈeːn̻ˠ|ˈl̻ʲimʲəʃtʲeɾˠ|ˈt̪ˠal̻ˠuːn̻ˠ|ˈi|ɡon̻ˠt̪ˠuɾˠtʲ,train/10288083954108598676.wav
foráiltear leis an acht um sheirbhísí craolacháin do rialáil ábhar idirlín ach caithfidh ábhar a bheith le fáil go fisiciúil ar fhreastalaí le go gcuirfí san áireamh mar ábhar idirlín é,fˠaɾˠaːlʲtʲəɾˠ|ˈlʲiʃ|ˈən̻ˠ|ˈaɾˠt̪ˠ|ˈumˠ|çeɾʲəvʲiːʃiː|ˈkɾˠiːl̻ˠəhaːnʲ|ˈd̪ˠə|ˈɾˠiˑəl̻ˠaːlʲ|ˈaːvˠəɾˠ|ˈidʲəɾˠlʲiːnʲ|ˈah|ˈkahʲiː|ˈaːvˠəɾˠ|ə|ˈvʲehʲ|ˈlʲe|ˈfˠaːlʲ|ˈɡə|ˈfʲiʃəcuːlʲ|ˈeɾʲ|ɾʲasˠt̪ˠəl̻ˠiː|ˈlʲe|ˈɡə|ɡiɾʲəfʲiː|sˠən̻ˠ|ˈaːɾʲuː|mˠaɾˠ|ˈaːvˠəɾˠ|ˈidʲəɾˠlʲiːnʲ|ˈeː,train/10288095522781533202.wav
is minic a dhéantar ceol a thaifeadadh le ríomhairí sofaisticiúla chun na fuaimeanna a phróiseáil agus a mheascadh le chéile,ˈisˠ|ˈmʲinʲic|ə|jeːn̻ˠt̪ˠəɾˠ|ˈcoːl̻ˠ|ə|hafʲəd̪ˠuː|ˈlʲe|ˈɾˠiːˈoːəɾʲiː|sˠofˠəʃtʲicuːl̻ˠə|ˈxun̻ˠ|ˈn̻ˠə|fˠuamʲən̻ˠə|ə|fˠɾˠoːʃalʲ|ˈəɡəsˠ|ə|vʲasˠkuː|ˈlʲe|ˈçelʲə,train/10289973202445305935.wav
le cúnamh dé tabharfaidh an chuid is mó de dhaoine faoi deara gurb é an rogha is fearr ná a bheith ag obair le chéile,ˈlʲe|ˈkuːn̻ˠuː|ˈdʲeː|ˈt̪ˠoːɾˠhiː|ˈən̻ˠ|ˈxidʲ|ˈisˠ|ˈmˠoː|ˈd̪ˠe|ˈɣiːnʲiː|ˈfˠiː|ˈdʲaɾˠə|ˈɡaɾˠəbˠ|ˈeː|ˈən̻ˠ|ˈɾˠau|ˈisˠ|ˈfʲaːɾˠ|ˈn̻ˠaː|ə|ˈvʲehʲ|ˈeɟ|ˈobˠiɾʲ|ˈlʲe|ˈçelʲə,train/10298263199069684188.wav
cuireann cafenet el sol seirbhís áirithinte ar fáil ar phraghas us$30 nó $10 le haghaidh pas lae; gheobhaidh tú mionsonraí ar a leathanach corcovado,kiɾʲən̻ˠ|[UNK]|[UNK]|[UNK]|ˈʃeɾʲəvʲiʃ|ˈaːɾʲəhənʲtʲə|ˈeɾʲ|ˈfˠaːlʲ|ˈeɾʲ|fˠɾˠeːsˠ|[UNK]|ˈn̻ˠoː|[UNK]|ˈlʲe|ˈheːj|ˈpˠasˠ|ˈl̻ˠeː|ˈjoːiː|ˈt̪ˠuː|ˈmʲin̻ˠˈsˠoˈn̻ˠɾˠiː|ˈeɾʲ|ə|ˈl̻ʲahən̻ˠah|[UNK],train/1030883309868895129.wav
