audio,transcription
data/idlak/audio/cll_z0002_428.wav,"bhí sé ar scoil ar dtús sa Mhodhscoil, scoil Ghaelach istigh sa chathair féin."
data/idlak/audio/cll_z0002_429.wav,Cuirfidh sé gliondar ar go leor go bhfuil traic acu ar an albam.
data/idlak/audio/cll_z0002_431.wav,"Glactar sa Dáil, leis an mBille um Sheirbhíse Uisce, bille a chuireann rialacháin nua i bhfeidhm do dhabhacha séarachais."
data/idlak/audio/cll_z0002_432.wav,tá Niall Quinn théis éirí as ina Stiúrthóir Idirnáisiúnta le Sunderland.
data/idlak/audio/cll_z0002_433.wav,"Ghabh ceannaire Fhianna Fáil, Micheál Martin, leithscéal aréir faoi bhotúin a rinneadh nuair a bhí a pháirtí féin sa rialtas."
data/idlak/audio/cll_z0002_434.wav,Freastalóidh an Taoiseach ar ócáidí éagsúla i Washington dé Máirt.
data/idlak/audio/cll_z0002_435.wav,"Maolíosa McHugh, Cathaoirleach Bhord gobharnóirí Ghaelscoil na Deirge"
data/idlak/audio/cll_z0002_436.wav,"Is é atá ann, a scríobhtar, ""stádas teoranta a thabhairt don Ghaeilge i raon áirithe comhthéacsanna i sochaí na hÉireann."""
data/idlak/audio/cll_z0002_437.wav,Meiteamorfóis nach dtiocfaidh chun foirfeachta ach go mbeidh sé fréamhaithe i gclaochlú pearsanta i saol fhormhór na saoránach.
data/idlak/audio/cll_z0002_439.wav,"In áit bheith ag cur leis an bhearna idir an Chróit agus an tSeirbia, bhí sé á cúngú"
data/idlak/audio/cll_z0002_440.wav,"Agus mé i gColáiste na hOllscoile, Corcaigh, d'fhanas tamall in aontíos le boc darb ainm Roderick Campbell."
data/idlak/audio/cll_z0002_441.wav,"Is í Teresa Condeco, príomhriarthóir an Ard-Stiúrthóireacht um Oideachas agus Cultúr, a thabharfaidh an eocharchaint."
data/idlak/audio/cll_z0002_443.wav,Níor tuairiscíodh gur chualathas scairteanna gáire agus polaiteoir Rúiseach ag tabhairt comhairle don Eoraip mar gheall ar chúrsaí daonlathais.
data/idlak/audio/cll_z0002_445.wav,B'iriseoir é Gongadze a mbíodh sé de nós aige cámas a fháil ar Kuchma.
data/idlak/audio/cll_z0002_448.wav,"""Le leathnú a chur ar an nGaeilge caithfear 'normalú' a dhéanamh,"" a deir an straitéis go neamhbhalbh."
data/idlak/audio/cll_z0002_449.wav,"ná luaigh an focal ""tiarna"" leosan!"
data/idlak/audio/cll_z0002_452.wav,Dhiúltaigh Campbell eolas ar bith a thabhairt faoin eachtra ná faoin gceathrar eile a bhí sa bhuíon ón U V F.
data/idlak/audio/cll_z0002_454.wav,D'fhógair an tAire Oideachais agus Eolaíochta Noel Dempsey athruithe i struchtúr scrúdú Cáilíochta sa Ghaeilge an tseachtain seo caite.
data/idlak/audio/cll_z0002_455.wav,"Is féidir gur tuigthe, gan amhras, nach prionsabail ar fad atá i gceist anseo, ach féinleas."
data/idlak/audio/cll_z0002_457.wav,"Sa scannán sin, ina nglacann Tom Hanks an phríomhpháirt, d'fhuadaigh foghlaithe mara ón tSomáil long Mheiriceánach ar an Muir Indiach."
data/idlak/audio/cll_z0002_458.wav,Níor éirigh le heagras ar bith sa Tuaisceart stádas a bhaint amach mar cheanneagraíocht.
data/idlak/audio/cll_z0002_459.wav,Ba spórt é i Luimneach nár thug mórán ómóis ariamh do lucht an rachmais.
data/idlak/audio/cll_z0002_463.wav,"Agus b'shin é údar an cheapacháin shealadaigh go dtí I M M A, ceapachán a lean ar feadh coicíse san iomlán."
data/idlak/audio/cll_z0002_465.wav,"Bíodh is go bhfuil ""téamaí dorcha"" faoi chaibidil sa tsraith, tá súil aige go gcaithfí ""solas sna cúinní dorcha""."
data/idlak/audio/cll_z0002_466.wav,An uair dheireanach gur tharla a leithéid i Westminster? Siar i naoi déag a deich
data/idlak/audio/cll_z0002_467.wav,"Chuir sé i gcuimhne dom an méid rudaí, idir bharrúil agus uafásach, atá cloiste agam féin ag cluichí"
data/idlak/audio/cll_z0002_468.wav,Tagann geolaithe chun staidéar a dhéanamh ar na bruthcharraigeacha agus bíonn saineolaithe fiadhúlra i mbun taighde ar an iora rua.
data/idlak/audio/cll_z0002_469.wav,"Dhein buíon bheag de sceimhlitheoirí, a bhformhór ón Araib Shádaisteach, ionsaí ar Nua-Eabhrac."
data/idlak/audio/cll_z0002_470.wav,"Maidir leis na scoileanna a dhíríonn go speisialta ar an gceol, bíonn múineadh foirmeálta mar dhlúthchuid."
data/idlak/audio/cll_z0002_473.wav,tá tuairimíocht i measc saineolaithe anois nach leor forbairt tionsclaíochta ann féin mar straitéis athnuachan agus caomhnaithe teanga.
data/idlak/audio/cll_z0002_474.wav,Measaim go bhfuil draíocht ag baint lena cuid filíochta ó Rabbie Burns go dtí Hugh MacDiarmid.
data/idlak/audio/cll_z0002_475.wav,"Is é an tiománaí glórach is dealraithí a rachaidh sa díog, gan an t-iománaí cam a bhac beag ná mór."
data/idlak/audio/cll_z0002_478.wav,"Leabhar nótaí ag an bhfile Cumannach Francis Combes, ón bhFrainc, agus rud éigin rúnda á bhreacadh síos aige."
data/idlak/audio/cll_z0002_479.wav,"Cur amach aige ar Paul Durcan, Rita Ann Higgins, Moya Cannon agus scata eile."
data/idlak/audio/cll_z0002_480.wav,"Thug Ruane le fios sa tuarascáil gur mhór aici ""an obair leanúnach in earnáil na Gaelscolaíochta i dtuaisceart na hÉireann."""
data/idlak/audio/cll_z0002_481.wav,"cé go raibh Doire ar an dara cathair is mó sa Tuaisceart, shocraigh Stormont go dtógfaí 'cathair nua' Craigavon."
data/idlak/audio/cll_z0002_482.wav,"Muintir na háite is mó a bhíonn i láthair, iad ag gríosadh agus ag moladh na gceoltóirí le fonn."
data/idlak/audio/cll_z0002_484.wav,"'Thar sáile i dtír iasachta is ea tháinig an Haicéadach ar éirinn, a thír dhúchais', a deir Valkenberg."
data/idlak/audio/cll_z0002_485.wav,bhí sé réitithe le haghaidh cló aige faoi mhíle ach bhí clódóirí na hollscoile ag obair ar a mbogstróc.
data/idlak/audio/cll_z0002_494.wav,San fhógra báis luadh iníon agus beirt mhac a bheith aige féin agus a bhean chéile Bláthnaid.
data/idlak/audio/cll_z0002_495.wav,Is as an gCreagán dá chara Réamonn Ó muirí agus dúirt seisean: 'Ba é an Creagán a chéadsearc.'
data/idlak/audio/cll_z0002_499.wav,An ruaig curtha ar léirsitheoirí a bhí ag cur fúthu taobh amuigh den Bhanc Ceannais i mBaile Átha Cliath.
data/idlak/audio/cll_z0002_500.wav,Na deartháireacha Wayne agus John Dundon ciontach in imeaglú 's bagairt a dhéanamh ar cheathrar as teaghlach amháin a mharú
